file_id,file_path,label,source,technique,split
VIVOSDEV02_VIVOSDEV02_R031,real/VIVOSDEV02_VIVOSDEV02_R031.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_R045,real/VIVOSDEV02_VIVOSDEV02_R045.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_R067,real/VIVOSDEV02_VIVOSDEV02_R067.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_R068,real/VIVOSDEV02_VIVOSDEV02_R068.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_R069,real/VIVOSDEV02_VIVOSDEV02_R069.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_R071,real/VIVOSDEV02_VIVOSDEV02_R071.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_R087,real/VIVOSDEV02_VIVOSDEV02_R087.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_R089,real/VIVOSDEV02_VIVOSDEV02_R089.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_R099,real/VIVOSDEV02_VIVOSDEV02_R099.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_R122,real/VIVOSDEV02_VIVOSDEV02_R122.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_R130,real/VIVOSDEV02_VIVOSDEV02_R130.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_R132,real/VIVOSDEV02_VIVOSDEV02_R132.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_R137,real/VIVOSDEV02_VIVOSDEV02_R137.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_R173,real/VIVOSDEV02_VIVOSDEV02_R173.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_R181,real/VIVOSDEV02_VIVOSDEV02_R181.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_T004,real/VIVOSDEV02_VIVOSDEV02_T004.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_T012,real/VIVOSDEV02_VIVOSDEV02_T012.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_T013,real/VIVOSDEV02_VIVOSDEV02_T013.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_T022,real/VIVOSDEV02_VIVOSDEV02_T022.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_T031,real/VIVOSDEV02_VIVOSDEV02_T031.wav,real,vivos,natural,test_seen
VIVOSDEV02_VIVOSDEV02_T050,real/VIVOSDEV02_VIVOSDEV02_T050.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R041,real/VIVOSDEV03_VIVOSDEV03_R041.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R044,real/VIVOSDEV03_VIVOSDEV03_R044.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R046,real/VIVOSDEV03_VIVOSDEV03_R046.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R056,real/VIVOSDEV03_VIVOSDEV03_R056.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R082,real/VIVOSDEV03_VIVOSDEV03_R082.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R092,real/VIVOSDEV03_VIVOSDEV03_R092.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R109,real/VIVOSDEV03_VIVOSDEV03_R109.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R113,real/VIVOSDEV03_VIVOSDEV03_R113.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R119,real/VIVOSDEV03_VIVOSDEV03_R119.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R120,real/VIVOSDEV03_VIVOSDEV03_R120.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R144,real/VIVOSDEV03_VIVOSDEV03_R144.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R148,real/VIVOSDEV03_VIVOSDEV03_R148.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R156,real/VIVOSDEV03_VIVOSDEV03_R156.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R160,real/VIVOSDEV03_VIVOSDEV03_R160.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R180,real/VIVOSDEV03_VIVOSDEV03_R180.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R182,real/VIVOSDEV03_VIVOSDEV03_R182.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R191,real/VIVOSDEV03_VIVOSDEV03_R191.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R195,real/VIVOSDEV03_VIVOSDEV03_R195.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_R198,real/VIVOSDEV03_VIVOSDEV03_R198.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_T009,real/VIVOSDEV03_VIVOSDEV03_T009.wav,real,vivos,natural,test_seen
VIVOSDEV03_VIVOSDEV03_T041,real/VIVOSDEV03_VIVOSDEV03_T041.wav,real,vivos,natural,test_seen
VIVOSDEV04_VIVOSDEV04_R002,real/VIVOSDEV04_VIVOSDEV04_R002.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_R008,real/VIVOSDEV04_VIVOSDEV04_R008.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_R010,real/VIVOSDEV04_VIVOSDEV04_R010.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_R023,real/VIVOSDEV04_VIVOSDEV04_R023.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_R047,real/VIVOSDEV04_VIVOSDEV04_R047.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_R051,real/VIVOSDEV04_VIVOSDEV04_R051.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_R063,real/VIVOSDEV04_VIVOSDEV04_R063.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_R086,real/VIVOSDEV04_VIVOSDEV04_R086.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_R089,real/VIVOSDEV04_VIVOSDEV04_R089.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_R095,real/VIVOSDEV04_VIVOSDEV04_R095.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_R114,real/VIVOSDEV04_VIVOSDEV04_R114.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_R152,real/VIVOSDEV04_VIVOSDEV04_R152.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_R187,real/VIVOSDEV04_VIVOSDEV04_R187.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_R189,real/VIVOSDEV04_VIVOSDEV04_R189.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_T002,real/VIVOSDEV04_VIVOSDEV04_T002.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_T003,real/VIVOSDEV04_VIVOSDEV04_T003.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_T009,real/VIVOSDEV04_VIVOSDEV04_T009.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_T015,real/VIVOSDEV04_VIVOSDEV04_T015.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_T029,real/VIVOSDEV04_VIVOSDEV04_T029.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_T032,real/VIVOSDEV04_VIVOSDEV04_T032.wav,real,vivos,natural,train
VIVOSDEV04_VIVOSDEV04_T035,real/VIVOSDEV04_VIVOSDEV04_T035.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_037,real/VIVOSDEV05_VIVOSDEV05_037.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_087,real/VIVOSDEV05_VIVOSDEV05_087.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_119,real/VIVOSDEV05_VIVOSDEV05_119.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_125,real/VIVOSDEV05_VIVOSDEV05_125.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_135,real/VIVOSDEV05_VIVOSDEV05_135.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_136,real/VIVOSDEV05_VIVOSDEV05_136.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_170,real/VIVOSDEV05_VIVOSDEV05_170.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_189,real/VIVOSDEV05_VIVOSDEV05_189.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_200,real/VIVOSDEV05_VIVOSDEV05_200.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_202,real/VIVOSDEV05_VIVOSDEV05_202.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_206,real/VIVOSDEV05_VIVOSDEV05_206.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_209,real/VIVOSDEV05_VIVOSDEV05_209.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_212,real/VIVOSDEV05_VIVOSDEV05_212.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_251,real/VIVOSDEV05_VIVOSDEV05_251.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_261,real/VIVOSDEV05_VIVOSDEV05_261.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_263,real/VIVOSDEV05_VIVOSDEV05_263.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_270,real/VIVOSDEV05_VIVOSDEV05_270.wav,real,vivos,natural,train
VIVOSDEV05_VIVOSDEV05_286,real/VIVOSDEV05_VIVOSDEV05_286.wav,real,vivos,natural,train
VIVOSDEV06_VIVOSDEV06_001,real/VIVOSDEV06_VIVOSDEV06_001.wav,real,vivos,natural,train
VIVOSDEV06_VIVOSDEV06_006,real/VIVOSDEV06_VIVOSDEV06_006.wav,real,vivos,natural,train
VIVOSDEV06_VIVOSDEV06_016,real/VIVOSDEV06_VIVOSDEV06_016.wav,real,vivos,natural,train
VIVOSDEV06_VIVOSDEV06_022,real/VIVOSDEV06_VIVOSDEV06_022.wav,real,vivos,natural,train
VIVOSDEV06_VIVOSDEV06_040,real/VIVOSDEV06_VIVOSDEV06_040.wav,real,vivos,natural,train
VIVOSDEV06_VIVOSDEV06_079,real/VIVOSDEV06_VIVOSDEV06_079.wav,real,vivos,natural,train
VIVOSDEV06_VIVOSDEV06_098,real/VIVOSDEV06_VIVOSDEV06_098.wav,real,vivos,natural,train
VIVOSDEV06_VIVOSDEV06_103,real/VIVOSDEV06_VIVOSDEV06_103.wav,real,vivos,natural,train
VIVOSDEV06_VIVOSDEV06_195,real/VIVOSDEV06_VIVOSDEV06_195.wav,real,vivos,natural,train
VIVOSDEV06_VIVOSDEV06_210,real/VIVOSDEV06_VIVOSDEV06_210.wav,real,vivos,natural,train
VIVOSDEV06_VIVOSDEV06_240,real/VIVOSDEV06_VIVOSDEV06_240.wav,real,vivos,natural,train
VIVOSDEV06_VIVOSDEV06_247,real/VIVOSDEV06_VIVOSDEV06_247.wav,real,vivos,natural,train
VIVOSDEV06_VIVOSDEV06_248,real/VIVOSDEV06_VIVOSDEV06_248.wav,real,vivos,natural,train
VIVOSDEV06_VIVOSDEV06_261,real/VIVOSDEV06_VIVOSDEV06_261.wav,real,vivos,natural,train
VIVOSDEV06_VIVOSDEV06_285,real/VIVOSDEV06_VIVOSDEV06_285.wav,real,vivos,natural,train
VIVOSDEV06_VIVOSDEV06_287,real/VIVOSDEV06_VIVOSDEV06_287.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_025,real/VIVOSDEV07_VIVOSDEV07_025.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_036,real/VIVOSDEV07_VIVOSDEV07_036.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_093,real/VIVOSDEV07_VIVOSDEV07_093.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_098,real/VIVOSDEV07_VIVOSDEV07_098.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_125,real/VIVOSDEV07_VIVOSDEV07_125.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_127,real/VIVOSDEV07_VIVOSDEV07_127.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_134,real/VIVOSDEV07_VIVOSDEV07_134.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_138,real/VIVOSDEV07_VIVOSDEV07_138.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_141,real/VIVOSDEV07_VIVOSDEV07_141.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_151,real/VIVOSDEV07_VIVOSDEV07_151.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_182,real/VIVOSDEV07_VIVOSDEV07_182.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_185,real/VIVOSDEV07_VIVOSDEV07_185.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_190,real/VIVOSDEV07_VIVOSDEV07_190.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_195,real/VIVOSDEV07_VIVOSDEV07_195.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_211,real/VIVOSDEV07_VIVOSDEV07_211.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_223,real/VIVOSDEV07_VIVOSDEV07_223.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_231,real/VIVOSDEV07_VIVOSDEV07_231.wav,real,vivos,natural,train
VIVOSDEV07_VIVOSDEV07_236,real/VIVOSDEV07_VIVOSDEV07_236.wav,real,vivos,natural,train
VIVOSDEV08_VIVOSDEV08_002,real/VIVOSDEV08_VIVOSDEV08_002.wav,real,vivos,natural,test_unseen
VIVOSDEV08_VIVOSDEV08_014,real/VIVOSDEV08_VIVOSDEV08_014.wav,real,vivos,natural,test_unseen
VIVOSDEV08_VIVOSDEV08_025,real/VIVOSDEV08_VIVOSDEV08_025.wav,real,vivos,natural,test_unseen
VIVOSDEV08_VIVOSDEV08_062,real/VIVOSDEV08_VIVOSDEV08_062.wav,real,vivos,natural,test_unseen
VIVOSDEV08_VIVOSDEV08_090,real/VIVOSDEV08_VIVOSDEV08_090.wav,real,vivos,natural,test_unseen
VIVOSDEV08_VIVOSDEV08_100,real/VIVOSDEV08_VIVOSDEV08_100.wav,real,vivos,natural,test_unseen
VIVOSDEV08_VIVOSDEV08_128,real/VIVOSDEV08_VIVOSDEV08_128.wav,real,vivos,natural,test_unseen
VIVOSDEV08_VIVOSDEV08_143,real/VIVOSDEV08_VIVOSDEV08_143.wav,real,vivos,natural,test_unseen
VIVOSDEV08_VIVOSDEV08_159,real/VIVOSDEV08_VIVOSDEV08_159.wav,real,vivos,natural,test_unseen
VIVOSDEV08_VIVOSDEV08_196,real/VIVOSDEV08_VIVOSDEV08_196.wav,real,vivos,natural,test_unseen
VIVOSDEV08_VIVOSDEV08_201,real/VIVOSDEV08_VIVOSDEV08_201.wav,real,vivos,natural,test_unseen
VIVOSDEV08_VIVOSDEV08_210,real/VIVOSDEV08_VIVOSDEV08_210.wav,real,vivos,natural,test_unseen
VIVOSDEV08_VIVOSDEV08_214,real/VIVOSDEV08_VIVOSDEV08_214.wav,real,vivos,natural,test_unseen
VIVOSDEV08_VIVOSDEV08_222,real/VIVOSDEV08_VIVOSDEV08_222.wav,real,vivos,natural,test_unseen
VIVOSDEV08_VIVOSDEV08_233,real/VIVOSDEV08_VIVOSDEV08_233.wav,real,vivos,natural,test_unseen
VIVOSDEV08_VIVOSDEV08_271,real/VIVOSDEV08_VIVOSDEV08_271.wav,real,vivos,natural,test_unseen
VIVOSDEV08_VIVOSDEV08_277,real/VIVOSDEV08_VIVOSDEV08_277.wav,real,vivos,natural,test_unseen
VIVOSDEV08_VIVOSDEV08_300,real/VIVOSDEV08_VIVOSDEV08_300.wav,real,vivos,natural,test_unseen
VIVOSDEV09_VIVOSDEV09_015,real/VIVOSDEV09_VIVOSDEV09_015.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_022,real/VIVOSDEV09_VIVOSDEV09_022.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_029,real/VIVOSDEV09_VIVOSDEV09_029.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_035,real/VIVOSDEV09_VIVOSDEV09_035.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_039,real/VIVOSDEV09_VIVOSDEV09_039.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_041,real/VIVOSDEV09_VIVOSDEV09_041.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_047,real/VIVOSDEV09_VIVOSDEV09_047.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_055,real/VIVOSDEV09_VIVOSDEV09_055.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_083,real/VIVOSDEV09_VIVOSDEV09_083.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_091,real/VIVOSDEV09_VIVOSDEV09_091.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_098,real/VIVOSDEV09_VIVOSDEV09_098.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_139,real/VIVOSDEV09_VIVOSDEV09_139.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_144,real/VIVOSDEV09_VIVOSDEV09_144.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_159,real/VIVOSDEV09_VIVOSDEV09_159.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_163,real/VIVOSDEV09_VIVOSDEV09_163.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_168,real/VIVOSDEV09_VIVOSDEV09_168.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_178,real/VIVOSDEV09_VIVOSDEV09_178.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_194,real/VIVOSDEV09_VIVOSDEV09_194.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_198,real/VIVOSDEV09_VIVOSDEV09_198.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_204,real/VIVOSDEV09_VIVOSDEV09_204.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_222,real/VIVOSDEV09_VIVOSDEV09_222.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_268,real/VIVOSDEV09_VIVOSDEV09_268.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_286,real/VIVOSDEV09_VIVOSDEV09_286.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_288,real/VIVOSDEV09_VIVOSDEV09_288.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_289,real/VIVOSDEV09_VIVOSDEV09_289.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_293,real/VIVOSDEV09_VIVOSDEV09_293.wav,real,vivos,natural,train
VIVOSDEV09_VIVOSDEV09_297,real/VIVOSDEV09_VIVOSDEV09_297.wav,real,vivos,natural,train
VIVOSDEV10_VIVOSDEV10_043,real/VIVOSDEV10_VIVOSDEV10_043.wav,real,vivos,natural,train
VIVOSDEV10_VIVOSDEV10_067,real/VIVOSDEV10_VIVOSDEV10_067.wav,real,vivos,natural,train
VIVOSDEV10_VIVOSDEV10_072,real/VIVOSDEV10_VIVOSDEV10_072.wav,real,vivos,natural,train
VIVOSDEV10_VIVOSDEV10_090,real/VIVOSDEV10_VIVOSDEV10_090.wav,real,vivos,natural,train
VIVOSDEV10_VIVOSDEV10_117,real/VIVOSDEV10_VIVOSDEV10_117.wav,real,vivos,natural,train
VIVOSDEV10_VIVOSDEV10_140,real/VIVOSDEV10_VIVOSDEV10_140.wav,real,vivos,natural,train
VIVOSDEV10_VIVOSDEV10_156,real/VIVOSDEV10_VIVOSDEV10_156.wav,real,vivos,natural,train
VIVOSDEV10_VIVOSDEV10_189,real/VIVOSDEV10_VIVOSDEV10_189.wav,real,vivos,natural,train
VIVOSDEV10_VIVOSDEV10_211,real/VIVOSDEV10_VIVOSDEV10_211.wav,real,vivos,natural,train
VIVOSDEV10_VIVOSDEV10_234,real/VIVOSDEV10_VIVOSDEV10_234.wav,real,vivos,natural,train
VIVOSDEV10_VIVOSDEV10_239,real/VIVOSDEV10_VIVOSDEV10_239.wav,real,vivos,natural,train
VIVOSDEV10_VIVOSDEV10_266,real/VIVOSDEV10_VIVOSDEV10_266.wav,real,vivos,natural,train
VIVOSDEV11_VIVOSDEV11_015,real/VIVOSDEV11_VIVOSDEV11_015.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_022,real/VIVOSDEV11_VIVOSDEV11_022.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_033,real/VIVOSDEV11_VIVOSDEV11_033.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_036,real/VIVOSDEV11_VIVOSDEV11_036.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_048,real/VIVOSDEV11_VIVOSDEV11_048.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_075,real/VIVOSDEV11_VIVOSDEV11_075.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_076,real/VIVOSDEV11_VIVOSDEV11_076.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_079,real/VIVOSDEV11_VIVOSDEV11_079.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_081,real/VIVOSDEV11_VIVOSDEV11_081.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_122,real/VIVOSDEV11_VIVOSDEV11_122.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_123,real/VIVOSDEV11_VIVOSDEV11_123.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_136,real/VIVOSDEV11_VIVOSDEV11_136.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_137,real/VIVOSDEV11_VIVOSDEV11_137.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_147,real/VIVOSDEV11_VIVOSDEV11_147.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_160,real/VIVOSDEV11_VIVOSDEV11_160.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_164,real/VIVOSDEV11_VIVOSDEV11_164.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_193,real/VIVOSDEV11_VIVOSDEV11_193.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_198,real/VIVOSDEV11_VIVOSDEV11_198.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_242,real/VIVOSDEV11_VIVOSDEV11_242.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_269,real/VIVOSDEV11_VIVOSDEV11_269.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_274,real/VIVOSDEV11_VIVOSDEV11_274.wav,real,vivos,natural,test_unseen
VIVOSDEV11_VIVOSDEV11_298,real/VIVOSDEV11_VIVOSDEV11_298.wav,real,vivos,natural,test_unseen
VIVOSDEV12_VIVOSDEV12_006,real/VIVOSDEV12_VIVOSDEV12_006.wav,real,vivos,natural,train
VIVOSDEV12_VIVOSDEV12_011,real/VIVOSDEV12_VIVOSDEV12_011.wav,real,vivos,natural,train
VIVOSDEV12_VIVOSDEV12_032,real/VIVOSDEV12_VIVOSDEV12_032.wav,real,vivos,natural,train
VIVOSDEV12_VIVOSDEV12_054,real/VIVOSDEV12_VIVOSDEV12_054.wav,real,vivos,natural,train
VIVOSDEV12_VIVOSDEV12_056,real/VIVOSDEV12_VIVOSDEV12_056.wav,real,vivos,natural,train
VIVOSDEV12_VIVOSDEV12_057,real/VIVOSDEV12_VIVOSDEV12_057.wav,real,vivos,natural,train
